"filename", "language", "C++", "Makefile", "comment", "blank", "total"
"/home/levce/projectsDED/event_handler2/Event_handler/Canvas.h", "C++", 29, 0, 0, 8, 37
"/home/levce/projectsDED/event_handler2/Event_handler/Color.cpp", "C++", 24, 0, -21, 11, 14
"/home/levce/projectsDED/event_handler2/Event_handler/Color.h", "C++", 3, 0, 0, 1, 4
"/home/levce/projectsDED/event_handler2/Event_handler/Event.cpp", "C++", -2, 0, 0, -2, -4
"/home/levce/projectsDED/event_handler2/Event_handler/HSVwindow.h", "C++", -6, 0, 0, 1, -5
"/home/levce/projectsDED/event_handler2/Event_handler/Interpolator.cpp", "C++", 15, 0, 0, 4, 19
"/home/levce/projectsDED/event_handler2/Event_handler/Interpolator.h", "C++", 15, 0, 0, 6, 21
"/home/levce/projectsDED/event_handler2/Event_handler/Label.h", "C++", 4, 0, 0, 1, 5
"/home/levce/projectsDED/event_handler2/Event_handler/Makefile", "Makefile", 0, 2, 0, 1, 3
"/home/levce/projectsDED/event_handler2/Event_handler/Tool.h", "C++", -2, 0, 0, -1, -3
"/home/levce/projectsDED/event_handler2/Event_handler/ToolBacket.h", "C++", 0, 0, 0, 1, 1
"/home/levce/projectsDED/event_handler2/Event_handler/ToolEraser.h", "C++", -28, 0, 0, -7, -35
"/home/levce/projectsDED/event_handler2/Event_handler/ToolManager.h", "C++", 0, 0, 0, -1, -1
"/home/levce/projectsDED/event_handler2/Event_handler/ToolPaint.h", "C++", -11, 0, 0, -6, -17
"/home/levce/projectsDED/event_handler2/Event_handler/ToolZoom.h", "C++", 0, 0, 23, 6, 29
"/home/levce/projectsDED/event_handler2/Event_handler/main.cpp", "C++", 1, 0, 1, 0, 2
"Total", "-", 42, 2, 3, 23, 70
